Nombre,Genero,Peso,Altura,Edad,Actividad Fisica,Ecuacion,Objetivos,Recomendacion,Calorias consumidas por dia,Carbohidratos,Proteinas,Lipidos,Desayuno,Almuerzo,Cena,Desayuno KCal,Almuerzo KCal,Cena KCal,Dia,Requerimiento (Kcal diarias)
"Angela Lopez,Mujer,57,173,38,3,Harris,Bajar de peso,Comer mas verduras,1827.7,172.3,58.2,44.1,Carrot cake,Raspberry shortbread mess,""Apple, blackberry, oat and seed crumble"",141,170,194,Jueves,1346.1"
Angela Lopez,Mujer,57,173,38,3,Harris,Bajar de peso,Comer mas verduras,1827.7,172.3,58.2,44.1,Paprika roast roots,Curried spinach with red onion and garlic,Chicken and lentil curry,122,111,332,Viernes,1346.1
Angela Lopez,Mujer,57,173,38,3,Harris,Bajar de peso,Comer mas verduras,1827.7,172.3,58.2,44.1,Kedgeree,Bakewell peaches,Herby stuffed aubergines,555,64,248,Sábado,1346.1
Angela Lopez,Mujer,57,173,38,3,Harris,Bajar de peso,Comer mas verduras,1827.7,172.3,58.2,44.1,Butternut squash and borlotti bean stew,Piri piri chicken,Roast chicken,242,229,209,Domingo,1346.1
Fabiola Garcia,Mujer,56,170,22,3,Mifflin,Hacer mas actividad fisica,Revisar grasas y azucares,1649.5,205.7,84.5,94.5,Parmesan parsnips,Jerk chicken with chargrilled pineapple salsa,Aubergine ‘meatballs’ with tomato sauce and courgette,93,378,260,Lunes,1351.5
Fabiola Garcia,Mujer,56,170,22,3,Mifflin,Hacer mas actividad fisica,Revisar grasas y azucares,1649.5,205.7,84.5,94.5,Murgh salun (chicken curry),Vegetable moussaka,Mini blueberry pancakes,328,168,102,Martes,1351.5
"Fabiola Garcia,Mujer,56,170,22,3,Mifflin,Hacer mas actividad fisica,Revisar grasas y azucares,1649.5,205.7,84.5,94.5,Pasta in brodo,Blueberry yogurt cake with muesli base,""Salmon, red onion and sweet pepper wraps"",463,148,396,Miércoles,1351.5"
Fabiola Garcia,Mujer,56,170,22,3,Mifflin,Hacer mas actividad fisica,Revisar grasas y azucares,1649.5,205.7,84.5,94.5,Mini Christmas puddings,Fufu with chicken pepper soup,Venison and cranberry casserole,89,366,265,Jueves,1351.5
Fabiola Garcia,Mujer,56,170,22,3,Mifflin,Hacer mas actividad fisica,Revisar grasas y azucares,1649.5,205.7,84.5,94.5,Tasty layered potatoes,Chicken bravas,Turkey and mushroom mince,301,29,223,Viernes,1351.5
Fabiola Garcia,Mujer,56,170,22,3,Mifflin,Hacer mas actividad fisica,Revisar grasas y azucares,1649.5,205.7,84.5,94.5,Vermicelli kheer pudding,Smoked salmon and chive mini tartlets,Spicy roasted chickpeas,225,59,79,Sábado,1351.5
"Fabiola Garcia,Mujer,56,170,22,3,Mifflin,Hacer mas actividad fisica,Revisar grasas y azucares,1649.5,205.7,84.5,94.5,Braised mustard pork and vegetables,Vegetable chilli,""Sage, onion and sweet potato stuffing"",206,129,65,Domingo,1351.5"
Ana Lopez,Mujer,73,151,47,1,Mifflin,Mantener peso,Comer mas verduras,1630.5,113.5,110.4,38.8,Fish parcels,Sesame crusted salmon and green bean salad,Baked cod with parsley and horseradish crust,314,408,159,Lunes,1277.8
Ana Lopez,Mujer,73,151,47,1,Mifflin,Mantener peso,Comer mas verduras,1630.5,113.5,110.4,38.8,Turkey and corn chowder,Harira,Moroccan squash and aubergine tagine,302,308,182,Martes,1277.8
Ana Lopez,Mujer,73,151,47,1,Mifflin,Mantener peso,Comer mas verduras,1630.5,113.5,110.4,38.8,Mexican tuna pâté,Doner kebabs,Popcorn,116,360,34,Miércoles,1277.8
Ana Lopez,Mujer,73,151,47,1,Mifflin,Mantener peso,Comer mas verduras,1630.5,113.5,110.4,38.8,Rosemary baked onions,All-in-one Asian salmon and broccoli traybake,Chargrilled red pepper and tomato salsa,113,339,65,Jueves,1277.8
Ana Lopez,Mujer,73,151,47,1,Mifflin,Mantener peso,Comer mas verduras,1630.5,113.5,110.4,38.8,Portobello mushroom burgers,Tandoori chicken chapatti,pressure cooked bean chilli,306,311,330,Viernes,1277.8
Ana Lopez,Mujer,73,151,47,1,Mifflin,Mantener peso,Comer mas verduras,1630.5,113.5,110.4,38.8,Tofu goujons,Christmas pudding,Rosemary baked onions,270,159,113,Sábado,1277.8
"Ana Lopez,Mujer,73,151,47,1,Mifflin,Mantener peso,Comer mas verduras,1630.5,113.5,110.4,38.8,Beef chop suey,""Fab fish, chips and peas"",Thai chicken stir fry,545,497,234,Domingo,1277.8"
Pedro Gomez,Hombre,112,166,22,1,Mifflin,Mantener peso,Aumentar proteinas,2715.9,194.9,134.5,74.2,Herby mackerel,Mini Christmas puddings,Tropical fruit & wine ice lollies,280,89,34,Lunes,2052.5
Pedro Gomez,Hombre,112,166,22,1,Mifflin,Mantener peso,Aumentar proteinas,2715.9,194.9,134.5,74.2,Savoury meatloaf and onion gravy,Potato pancakes with mushroom sauce,Witchetty grubs in swamp juice,180,330,205,Martes,2052.5
Pedro Gomez,Hombre,112,166,22,1,Mifflin,Mantener peso,Aumentar proteinas,2715.9,194.9,134.5,74.2,Chunky chips,Potato pancakes,Green Thai fish curry,199,78,188,Miércoles,2052.5
"Pedro Gomez,Hombre,112,166,22,1,Mifflin,Mantener peso,Aumentar proteinas,2715.9,194.9,134.5,74.2,Vietnamese crunchy peanut salad,Asian salmon fillets,""Asparagus, pea and spring onion risotto"",459,293,301,Jueves,2052.5"
Pedro Gomez,Hombre,112,166,22,1,Mifflin,Mantener peso,Aumentar proteinas,2715.9,194.9,134.5,74.2,Aubergine and chickpea curry,Spiced apple and raisin muesli bars,Fruit and nut bars,433,91,124,Viernes,2052.5
"Pedro Gomez,Hombre,112,166,22,1,Mifflin,Mantener peso,Aumentar proteinas,2715.9,194.9,134.5,74.2,Shakshuka,""Fab fish, chips and peas"",Mexican turkey meatballs,259,497,325,Sábado,2052.5"
Pedro Gomez,Hombre,112,166,22,1,Mifflin,Mantener peso,Aumentar proteinas,2715.9,194.9,134.5,74.2,Potato pancakes,Mince pies,Cheegay of fish,78,168,136,Domingo,2052.5
Maria Nunez,Mujer,80,147,48,3,Harris,Caminar,Hacer ejercicio,2243.2,273.0,67.3,72.6,Mini filo pumpkin pies,Roasted tomato and pepper bulgar wheat salad,Baked pesto chicken with citrus couscous,106,252,596,Lunes,1434.9
"Maria Nunez,Mujer,80,147,48,3,Harris,Caminar,Hacer ejercicio,2243.2,273.0,67.3,72.6,Chicken biryani,Shellfish risotto,""Chicken, squash and coriander pilaf"",450,267,404,Martes,1434.9"
Maria Nunez,Mujer,80,147,48,3,Harris,Caminar,Hacer ejercicio,2243.2,273.0,67.3,72.6,Savoy Coleslaw,Slow-roasted garlic and herb tomatoes,Roast pepper and sundried tomato crostini,68,107,41,Miércoles,1434.9
Maria Nunez,Mujer,80,147,48,3,Harris,Caminar,Hacer ejercicio,2243.2,273.0,67.3,72.6,Tartiflette (breakfast stir-fry),Irish stew and colcannon,Chilli con carne,210,577,209,Jueves,1434.9
Maria Nunez,Mujer,80,147,48,3,Harris,Caminar,Hacer ejercicio,2243.2,273.0,67.3,72.6,Apricot crunch,Slow-roasted garlic and herb tomatoes,Mince pies,134,107,168,Viernes,1434.9
"Maria Nunez,Mujer,80,147,48,3,Harris,Caminar,Hacer ejercicio,2243.2,273.0,67.3,72.6,Lemon and herb chicken with chickpeas,""Caramelised onion, red pepper and courgette soda bread"",Parsnip and apple soup,390,230,236,Sábado,1434.9"
Maria Nunez,Mujer,80,147,48,3,Harris,Caminar,Hacer ejercicio,2243.2,273.0,67.3,72.6,Turkey and corn chowder,Smoky tofu kebabs,Braised pork with mushrooms and butterbeans,302,176,185,Domingo,1434.9
Gabriela Ramos,Mujer,75,191,57,1,Mifflin,Aumentar masa muscular,Comer mas verduras,1877.9,162.3,61.8,38.9,Roasted red vegetables with ginger and garlic,Green masala fish curry,Cod with tomato sauce,106,259,256,Lunes,1497.8
"Gabriela Ramos,Mujer,75,191,57,1,Mifflin,Aumentar masa muscular,Comer mas verduras,1877.9,162.3,61.8,38.9,Microwave mug: Apple and cinnamon fruity porridge,Potato pancakes,""Chicken, corn & lentil pilaf"",212,78,408,Martes,1497.8"
"Gabriela Ramos,Mujer,75,191,57,1,Mifflin,Aumentar masa muscular,Comer mas verduras,1877.9,162.3,61.8,38.9,Rekha's Shirkhand,Baked mini spinach and onion bhaji with coriander dip  ,""Potato, leek and cheese soup"",87,51,215,Miércoles,1497.8"
Gabriela Ramos,Mujer,75,191,57,1,Mifflin,Aumentar masa muscular,Comer mas verduras,1877.9,162.3,61.8,38.9,Apple and cranberry sauce,Keralan-style vegetable curry,Pasta and vegetable cheese,41,237,424,Jueves,1497.8
Gabriela Ramos,Mujer,75,191,57,1,Mifflin,Aumentar masa muscular,Comer mas verduras,1877.9,162.3,61.8,38.9,Chicken and lentil curry,Mini filo pumpkin pies,Spinach and ricotta cannelloni,332,106,171,Viernes,1497.8
Gabriela Ramos,Mujer,75,191,57,1,Mifflin,Aumentar masa muscular,Comer mas verduras,1877.9,162.3,61.8,38.9,Mexican tuna pâté,Popcorn,Brussels and hash with poached egg,116,34,295,Sábado,1497.8
Gabriela Ramos,Mujer,75,191,57,1,Mifflin,Aumentar masa muscular,Comer mas verduras,1877.9,162.3,61.8,38.9,Cod with roasted winter veggies,Microwave mug: Cheesy chive and pea muffin,Tomato and red pepper risotto,383,266,385,Domingo,1497.8
"Quintin Martinez,Hombre,103,199,68,1,Mifflin,Bajar de peso,Bajar carbohidratos,1394.7,164.9,166.0,73.1,Harira,""Braised cod with peas, spring onions and carrots"",Tray baked salmon and vegetables,308,288,357,Lunes,1938.8"
Quintin Martinez,Hombre,103,199,68,1,Mifflin,Bajar de peso,Bajar carbohidratos,1394.7,164.9,166.0,73.1,Vegetable satay,Roast mackerel with a curried coriander crust,Turkey and mushroom pie,292,288,270,Martes,1938.8
Quintin Martinez,Hombre,103,199,68,1,Mifflin,Bajar de peso,Bajar carbohidratos,1394.7,164.9,166.0,73.1,Bubble and squeak,Lamb provençal,Christmas pudding,328,253,159,Miércoles,1938.8
Quintin Martinez,Hombre,103,199,68,1,Mifflin,Bajar de peso,Bajar carbohidratos,1394.7,164.9,166.0,73.1,Nasi goreng with pickled vegetables,Baked pesto chicken with citrus couscous,Barbecued fruit,356,596,75,Jueves,1938.8
Quintin Martinez,Hombre,103,199,68,1,Mifflin,Bajar de peso,Bajar carbohidratos,1394.7,164.9,166.0,73.1,Healthy hummus,Roasted garlic and mushroom soup,Herby lentil salad with a tomato sumac vinaigrette,59,172,117,Viernes,1938.8
Quintin Martinez,Hombre,103,199,68,1,Mifflin,Bajar de peso,Bajar carbohidratos,1394.7,164.9,166.0,73.1,Vegetable satay,Marinated chicken skewers with couscous,Vegetable wrap,292,471,291,Sábado,1938.8
Quintin Martinez,Hombre,103,199,68,1,Mifflin,Bajar de peso,Bajar carbohidratos,1394.7,164.9,166.0,73.1,Fruity chocolate traybake,Breakfast burritos,Pork balls with tomato sauce and spaghetti,93,354,486,Domingo,1938.8
Laura Ruiz,Mujer,53,171,54,1,Harris,Aumentar masa muscular,Aumentar proteinas,1745.8,269.0,187.8,64.5,Salad nicoise,Tray baked salmon and vegetables,Popcorn,194,357,34,Lunes,1233.6
Laura Ruiz,Mujer,53,171,54,1,Harris,Aumentar masa muscular,Aumentar proteinas,1745.8,269.0,187.8,64.5,Vegetable pakoras,Tabbouleh,Savoy Coleslaw,106,444,68,Martes,1233.6
Laura Ruiz,Mujer,53,171,54,1,Harris,Aumentar masa muscular,Aumentar proteinas,1745.8,269.0,187.8,64.5,Patatas bravas,Smoked salmon and chive mini tartlets,Sweet potato crab cakes with green chilli dip,125,59,27,Miércoles,1233.6
Laura Ruiz,Mujer,53,171,54,1,Harris,Aumentar masa muscular,Aumentar proteinas,1745.8,269.0,187.8,64.5,Veggie brunch wraps,Braised mixed beans,Extra-fruity hot cross buns,216,305,233,Jueves,1233.6
Laura Ruiz,Mujer,53,171,54,1,Harris,Aumentar masa muscular,Aumentar proteinas,1745.8,269.0,187.8,64.5,Chana chaat (mixed bean salad),Grilled Mediterranean peppers,Tasty layered potatoes,157,58,301,Viernes,1233.6
Laura Ruiz,Mujer,53,171,54,1,Harris,Aumentar masa muscular,Aumentar proteinas,1745.8,269.0,187.8,64.5,Gado gado,Pho,Crunchy carrot and apple salad,370,241,89,Sábado,1233.6
Laura Ruiz,Mujer,53,171,54,1,Harris,Aumentar masa muscular,Aumentar proteinas,1745.8,269.0,187.8,64.5,Asparagus frittata,Halloween biscuits,Lamb fillet with spiced lentil pilaf,176,55,342,Domingo,1233.6
Carla Reyes,Mujer,61,198,51,2,Harris,Bajar de peso,Bajar carbohidratos,2911.3,292.6,160.5,47.9,Italian-style braised lamb steaks,Spinach and Wensleydale stuffed portobello mushroom,Vegetable ragu and pasta,312,289,421,Lunes,1404.2
Carla Reyes,Mujer,61,198,51,2,Harris,Bajar de peso,Bajar carbohidratos,2911.3,292.6,160.5,47.9,Roasted beetroot hummus,Celeriac mash,Ethiopian beef stew,149,98,428,Martes,1404.2
Carla Reyes,Mujer,61,198,51,2,Harris,Bajar de peso,Bajar carbohidratos,2911.3,292.6,160.5,47.9,Pork balls with tomato sauce and spaghetti,Cheegay of fish,Sole goujons with vegetable chips,486,136,505,Miércoles,1404.2
Carla Reyes,Mujer,61,198,51,2,Harris,Bajar de peso,Bajar carbohidratos,2911.3,292.6,160.5,47.9,Braised mixed beans,Piri piri chicken,Warm spiced tropical fruits with coconut yogurt,305,229,91,Jueves,1404.2
Carla Reyes,Mujer,61,198,51,2,Harris,Bajar de peso,Bajar carbohidratos,2911.3,292.6,160.5,47.9,Pear and almond traybake,Afghan salad,Vegetable chilli,147,92,129,Viernes,1404.2
Carla Reyes,Mujer,61,198,51,2,Harris,Bajar de peso,Bajar carbohidratos,2911.3,292.6,160.5,47.9,Pasta bean and chilli bake,Aubergine and chickpea curry,Pancakes (crepes),405,433,139,Sábado,1404.2
Carla Reyes,Mujer,61,198,51,2,Harris,Bajar de peso,Bajar carbohidratos,2911.3,292.6,160.5,47.9,Popcorn,Sweet potato latkes with apple sauce,Blueberry yogurt cake with muesli base,34,68,148,Domingo,1404.2
Emilia Guerrero,Mujer,62,186,53,1,Mifflin,Come HC en 10 min ,Comer mas verduras,2905.6,206.9,182.8,57.1,Pork with creamy leek sauce,Mackerel rundown,Garlic bread,223,302,52,Lunes,1356.5
Emilia Guerrero,Mujer,62,186,53,1,Mifflin,Come HC en 10 min ,Comer mas verduras,2905.6,206.9,182.8,57.1,Bircher muesli,Beef and barley soup,Microwave mug: Sweetcorn and Cheddar crustless quiche,275,259,203,Martes,1356.5
"Emilia Guerrero,Mujer,62,186,53,1,Mifflin,Come HC en 10 min ,Comer mas verduras,2905.6,206.9,182.8,57.1,""Black eyed bean, feta and herb burgers"",""Ham, leek and Parmesan frittata"",""Ham, leek and Parmesan frittata"",269,292,292,Miércoles,1356.5"
Emilia Guerrero,Mujer,62,186,53,1,Mifflin,Come HC en 10 min ,Comer mas verduras,2905.6,206.9,182.8,57.1,Nut roast,Courgette loaf,Berry trifle,341,151,161,Jueves,1356.5
Emilia Guerrero,Mujer,62,186,53,1,Mifflin,Come HC en 10 min ,Comer mas verduras,2905.6,206.9,182.8,57.1,Salad nicoise,Microwave mug: Sesame salmon and broccoli,Chicken and lentil curry,194,197,332,Viernes,1356.5
"Emilia Guerrero,Mujer,62,186,53,1,Mifflin,Come HC en 10 min ,Comer mas verduras,2905.6,206.9,182.8,57.1,Blackberry and apple cake,Fish parcels,""Cheese, onion and spinach scones"",153,314,117,Sábado,1356.5"
"Emilia Guerrero,Mujer,62,186,53,1,Mifflin,Come HC en 10 min ,Comer mas verduras,2905.6,206.9,182.8,57.1,Leek and potato salad,Scary pumpkin soup with tombstone bread,""Black eyed bean, feta and herb burgers"",107,272,269,Domingo,1356.5"
"Clara Morales,Mujer,62,166,68,3,Mifflin,Bajar de peso,Comer mas verduras,1394.4,247.7,85.5,92.4,Vegetable pizza,Chargrilled red pepper and tomato salsa,""Asparagus, pea and spring onion risotto"",312,65,301,Lunes,1156.5"
Clara Morales,Mujer,62,166,68,3,Mifflin,Bajar de peso,Comer mas verduras,1394.4,247.7,85.5,92.4,Garlic bread,Blueberry and avocado creamsicles,Braised mixed beans,52,85,305,Martes,1156.5
Clara Morales,Mujer,62,166,68,3,Mifflin,Bajar de peso,Comer mas verduras,1394.4,247.7,85.5,92.4,Mackerel salsa wrap,Mackerel with tomatoes,Seafood risotto,467,277,374,Miércoles,1156.5
Clara Morales,Mujer,62,166,68,3,Mifflin,Bajar de peso,Comer mas verduras,1394.4,247.7,85.5,92.4,Brussels sprout gratin,Blueberry yogurt cake with muesli base,Panna cotta with fruit compote,156,148,128,Jueves,1156.5
Clara Morales,Mujer,62,166,68,3,Mifflin,Bajar de peso,Comer mas verduras,1394.4,247.7,85.5,92.4,Beetroot hummus,Greek-style chicken pittas,Greek homestyle chicken,72,396,312,Viernes,1156.5
Clara Morales,Mujer,62,166,68,3,Mifflin,Bajar de peso,Comer mas verduras,1394.4,247.7,85.5,92.4,Yakitori chicken,Soda bread pizzetta,Vegetable and chickpea tagine,70,99,215,Sábado,1156.5
Clara Morales,Mujer,62,166,68,3,Mifflin,Bajar de peso,Comer mas verduras,1394.4,247.7,85.5,92.4,Guacamole,Blackcurrant and raspberry ice cream,Tofu noodle stir fry,82,185,175,Domingo,1156.5
Quintin Delgado,Hombre,94,165,36,3,Harris,Caminar,Aumentar proteinas,1817.1,144.5,83.3,71.6,Turkey and chickpea curry,Bread sauce,Spicy vegetable samosas,447,90,205,Lunes,1935.1
Quintin Delgado,Hombre,94,165,36,3,Harris,Caminar,Aumentar proteinas,1817.1,144.5,83.3,71.6,Lemon and herb chicken with chickpeas,Ogre's eyeballs,Bakewell peaches,390,77,64,Martes,1935.1
Quintin Delgado,Hombre,94,165,36,3,Harris,Caminar,Aumentar proteinas,1817.1,144.5,83.3,71.6,Mulled apple juice,Spicy duck topped poppadoms,Rosemary baked onions,41,30,113,Miércoles,1935.1
Quintin Delgado,Hombre,94,165,36,3,Harris,Caminar,Aumentar proteinas,1817.1,144.5,83.3,71.6,Spicy pork ramen,Fruit and nut bars,Roast turkey,491,124,243,Jueves,1935.1
"Quintin Delgado,Hombre,94,165,36,3,Harris,Caminar,Aumentar proteinas,1817.1,144.5,83.3,71.6,Sesame crusted salmon and green bean salad,Sweet potato crab cakes with green chilli dip,""Butterbean, parsley and thyme stuffed mushrooms"",408,27,27,Viernes,1935.1"
Quintin Delgado,Hombre,94,165,36,3,Harris,Caminar,Aumentar proteinas,1817.1,144.5,83.3,71.6,Seafood parcels,Beef chop suey,Blackcurrant and raspberry ice cream,257,545,185,Sábado,1935.1
"Quintin Delgado,Hombre,94,165,36,3,Harris,Caminar,Aumentar proteinas,1817.1,144.5,83.3,71.6,Mini filo pumpkin pies,""Spaghetti with courgette, chilli and tomato"",Greek-style chicken pittas,106,319,396,Domingo,1935.1"
Helena Pena,Mujer,74,186,23,2,Mifflin,Come HC en 10 min ,Hacer ejercicio,2162.5,278.2,122.7,61.8,Courgette loaf,Apple & cranberry bircher muesli,Ethiopian beef stew,151,289,428,Lunes,1626.5
Helena Pena,Mujer,74,186,23,2,Mifflin,Come HC en 10 min ,Hacer ejercicio,2162.5,278.2,122.7,61.8,Turkey in creamy leek and parsley sauce,Hot souffle apples with creme fraiche,Halloween biscuits,241,193,55,Martes,1626.5
Helena Pena,Mujer,74,186,23,2,Mifflin,Come HC en 10 min ,Hacer ejercicio,2162.5,278.2,122.7,61.8,Vietnamese crunchy peanut salad,Tofu noodle stir fry,Roasted chicory,459,175,184,Miércoles,1626.5
Helena Pena,Mujer,74,186,23,2,Mifflin,Come HC en 10 min ,Hacer ejercicio,2162.5,278.2,122.7,61.8,Carrot cake,Chocolate orange soufflé,Potato pizza,141,101,357,Jueves,1626.5
Helena Pena,Mujer,74,186,23,2,Mifflin,Come HC en 10 min ,Hacer ejercicio,2162.5,278.2,122.7,61.8,Sweet and sour meatballs with veggie rice,Roasted garlic and mushroom soup,Beefburger,351,172,321,Viernes,1626.5
Helena Pena,Mujer,74,186,23,2,Mifflin,Come HC en 10 min ,Hacer ejercicio,2162.5,278.2,122.7,61.8,Pasta bean and chilli bake,Cheddar and leek pancakes,Savoury popcorn,405,201,58,Sábado,1626.5
Helena Pena,Mujer,74,186,23,2,Mifflin,Come HC en 10 min ,Hacer ejercicio,2162.5,278.2,122.7,61.8,Cauliflower pizza,Apple and cranberry sauce,Parmesan parsnips,340,41,93,Domingo,1626.5
"Ivan Medina,Hombre,59,190,37,3,Mifflin,Caminar,Revisar grasas y azucares,2799.2,138.0,171.1,41.4,Apple and muesli smoothie,""Stir-fried kale with chilli, ginger and garlic"",Crispy beef salad with horseradish dressing,296,38,169,Lunes,1597.5"
Ivan Medina,Hombre,59,190,37,3,Mifflin,Caminar,Revisar grasas y azucares,2799.2,138.0,171.1,41.4,Ogre's eyeballs,Vegetable ragu and pasta,Baked sea bass and roasted red peppers,77,421,445,Martes,1597.5
Ivan Medina,Hombre,59,190,37,3,Mifflin,Caminar,Revisar grasas y azucares,2799.2,138.0,171.1,41.4,Garlic and pea stuffed mussels with parmesan crust,Herby lentil salad with a tomato sumac vinaigrette,Very berry porridge,18,117,348,Miércoles,1597.5
"Ivan Medina,Hombre,59,190,37,3,Mifflin,Caminar,Revisar grasas y azucares,2799.2,138.0,171.1,41.4,""Chicken, corn & lentil pilaf"",Paella,Greek homestyle chicken,408,404,312,Jueves,1597.5"
Ivan Medina,Hombre,59,190,37,3,Mifflin,Caminar,Revisar grasas y azucares,2799.2,138.0,171.1,41.4,Very berry porridge,Tartiflette (breakfast stir-fry),Roast turkey,348,210,243,Viernes,1597.5
Ivan Medina,Hombre,59,190,37,3,Mifflin,Caminar,Revisar grasas y azucares,2799.2,138.0,171.1,41.4,Greek-style chicken pittas,Potato and lentil curry,Pasta in brodo,396,282,463,Sábado,1597.5
Ivan Medina,Hombre,59,190,37,3,Mifflin,Caminar,Revisar grasas y azucares,2799.2,138.0,171.1,41.4,Vietnamese crunchy peanut salad,Tuscan bean soup,Chocolate brownies,459,147,167,Domingo,1597.5
Ivan Lopez,Hombre,186,182,29,2,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1666.0,139.0,110.9,36.8,Sole goujons with vegetable chips,Apple and raisin chelsea buns,Paella,505,156,404,Lunes,2857.5
Ivan Lopez,Hombre,186,182,29,2,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1666.0,139.0,110.9,36.8,Carrot cake,Yakitori chicken,Chicken escalope with garlic and parsley sauce,141,70,176,Martes,2857.5
Ivan Lopez,Hombre,186,182,29,2,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1666.0,139.0,110.9,36.8,Roasted red vegetables with ginger and garlic,Breakfast burritos,Apple Charlotte,106,354,165,Miércoles,2857.5
"Ivan Lopez,Hombre,186,182,29,2,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1666.0,139.0,110.9,36.8,Jerk chicken,Sea bream with spring onion and baby carrots,""White bean, tuna and lemon salad"",272,213,284,Jueves,2857.5"
Ivan Lopez,Hombre,186,182,29,2,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1666.0,139.0,110.9,36.8,Roasted vegetable pizza,Garlic and pea stuffed mussels with parmesan crust,Spicy butternut squash soup,333,18,204,Viernes,2857.5
Ivan Lopez,Hombre,186,182,29,2,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1666.0,139.0,110.9,36.8,Crab tagliatelle,Cod and salmon burgers,Vietnamese crunchy peanut salad,418,343,459,Sábado,2857.5
"Ivan Lopez,Hombre,186,182,29,2,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1666.0,139.0,110.9,36.8,Baked pesto chicken with citrus couscous,Tomato ketchup,""Aubergine stuffed with tofu, mushrooms and borlotti beans"",596,19,303,Domingo,2857.5"
Hector Hernandez,Hombre,65,216,42,1,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1545.7,168.4,110.1,40.8,Halloween biscuits,Barley pilaf with tofu,Salmon and spinach filo tarts,55,571,267,Lunes,1795.0
Hector Hernandez,Hombre,65,216,42,1,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1545.7,168.4,110.1,40.8,Southern style chicken,Spicy prawn and pak choi stir-fry,Vietnamese beef salad,193,184,169,Martes,1795.0
Hector Hernandez,Hombre,65,216,42,1,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1545.7,168.4,110.1,40.8,Roasted garlic and mushroom soup,Mushroom and spring onion omelette,Aubergine and chickpea curry,172,251,433,Miércoles,1795.0
Hector Hernandez,Hombre,65,216,42,1,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1545.7,168.4,110.1,40.8,Caesar salad with chargrilled chicken,Grilled lemon and chilli chicken with couscous,Sweet potato soup,218,346,294,Jueves,1795.0
Hector Hernandez,Hombre,65,216,42,1,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1545.7,168.4,110.1,40.8,Apple Strudel,Rainbow salad,Microwave mug: Apple and cinnamon fruity porridge,118,112,212,Viernes,1795.0
Hector Hernandez,Hombre,65,216,42,1,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1545.7,168.4,110.1,40.8,Spaghetti bolognese,Pork Chilindron,Spicy crab tortilla,465,269,336,Sábado,1795.0
Hector Hernandez,Hombre,65,216,42,1,Mifflin,Aumentar masa muscular,Bajar carbohidratos,1545.7,168.4,110.1,40.8,Apricot crunch,Chicken and soya bean salad,Stuffed baked apples,134,390,122,Domingo,1795.0
Braulio Garcia,Hombre,149,166,51,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2222.0,270.2,140.6,47.3,Nutty chocolate truffles,Warm exotic fruit salad,Cowboy-style pork and beans,62,112,368,Lunes,2277.5
Braulio Garcia,Hombre,149,166,51,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2222.0,270.2,140.6,47.3,Piri piri chicken,Yogurt and vanilla panna cotta with summer fruits,Quick fruit bread,229,137,98,Martes,2277.5
Braulio Garcia,Hombre,149,166,51,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2222.0,270.2,140.6,47.3,Sweet potato latkes with apple sauce,Crab tagliatelle,Chocolate orange soufflé,68,418,101,Miércoles,2277.5
Braulio Garcia,Hombre,149,166,51,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2222.0,270.2,140.6,47.3,Spinach and mushroom lasagne,Minced beef and vegetable filo pie,Curried spinach with red onion and garlic,287,316,111,Jueves,2277.5
"Braulio Garcia,Hombre,149,166,51,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2222.0,270.2,140.6,47.3,""Pork, barley and carrot casserole"",Fruity French toast,Shellfish risotto,271,245,267,Viernes,2277.5"
Braulio Garcia,Hombre,149,166,51,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2222.0,270.2,140.6,47.3,Chestnut and apricot stuffing,Spinach and mushroom lasagne,Strawberry tart,147,287,136,Sábado,2277.5
Braulio Garcia,Hombre,149,166,51,2,Mifflin,Hacer mas actividad fisica,Hacer ejercicio,2222.0,270.2,140.6,47.3,Strawberry tart,Pork with creamy leek sauce,Sag Aloo,136,223,245,Domingo,2277.5
"Samuel Soto,Hombre,185,180,67,2,Harris,Bajar de peso,Bajar carbohidratos,1478.2,271.5,189.2,71.5,Paella,Chicken bravas,""Stir-fried kale with chilli, ginger and garlic"",404,29,38,Lunes,3050.3"
Samuel Soto,Hombre,185,180,67,2,Harris,Bajar de peso,Bajar carbohidratos,1478.2,271.5,189.2,71.5,Spinach and ricotta cannelloni,Smoky tofu kebabs,Tomato and tuna pasta,171,176,455,Martes,3050.3
